filename,job title,date,year,role,organisation,location,research software engineer,research software engineering,software developer,software engineer,research engineer,bioinformatician,any_job,not_job,keep_job
CEV100,bioinformatician,18th March 2021,2021,no_data,king's college london            ,london,False,False,False,False,False,True,True,False,True
CKL445,software engineer,3rd November 2021,2021,,european molecular biology laboratory (embl) ,hinxton,False,False,False,True,False,False,True,False,True
CPK489,"principal research engineer, custom microarchitectures",3rd May 2022,2022,ok,collins aerospace applied research & technology,cork - ireland,False,False,False,False,True,False,True,False,True
CNC522,bioinformatician - bioimage archive,10th February 2022,2022,,european molecular biology laboratory (embl) ,hinxton,False,False,False,False,False,True,True,False,True
CTG569,machine learning software engineer (ktp associate) (475216),15th September 2022,2022,no_data,university of strathclyde            ,glasgow,False,False,False,True,False,False,True,False,True
CEI186,postdoctoral bioinformatician computational scientist,23rd February 2021,2021,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CKE535,research engineer in bioinspired vision,25th October 2021,2021,no_data,university of sheffield            ,sheffield,False,False,False,False,True,False,True,False,True
CMU625,expert system software developer and medical ai (ktp associate),31st January 2022,2022,no_data,university of bradford            ,bradford,False,False,True,False,False,False,True,False,True
CBI205,research software engineer and advanced computing systems administrator,27th August 2020,2020,no_data,university of bristol            ,bristol,True,False,False,False,False,False,True,False,True
CPK480,"principal research engineer, dynamically reconfigurable real-time systems",3rd May 2022,2022,ok,collins aerospace applied research & technology,cork - ireland,False,False,False,False,True,False,True,False,True
CBA854,"data scientist/research engineer, defence & security, cheltenham",7th August 2020,2020,no_data,the alan turing institute,cheltenham,False,False,False,False,True,False,True,False,True
CTV671,post-doctoral position (research software engineer) on the erc bicross project,7th October 2022,2022,no_data,katholieke universiteit leuven            ,leuven - belgium,True,False,False,False,False,False,True,False,True
CFL408,software engineer,19th April 2021,2021,no_data,university of southampton            ,southampton,False,False,False,True,False,False,True,False,True
CID219,learning technologist & software engineer,5th August 2021,2021,no_data,university of sheffield            ,sheffield,False,False,False,True,False,False,True,False,True
CNK126,software developer,21st February 2022,2022,no_data,queen mary university of london            ,london,False,False,True,False,False,False,True,False,True
CKN572,bioinformatician,5th November 2021,2021,no_data,university of nottingham            ,nottingham,False,False,False,False,False,True,True,False,True
CDB737,research software engineer,11th December 2020,2020,no_data,newcastle university            ,newcastle,True,False,False,False,False,False,True,False,True
CMU410,research engineer: digital systems integrator,31st January 2022,2022,no_data,university of sheffield            ,sheffield,False,False,False,False,True,False,True,False,True
COH199,senior manufacturing research engineer (2 posts),23rd March 2022,2022,no_data,university of sheffield,sheffield,False,False,False,False,True,False,True,False,True
CMN803,software developer,21st January 2022,2022,no_data,swansea university            ,swansea,False,False,True,False,False,False,True,False,True
CJE592,software developer,16th September 2021,2021,no_data,the university of edinburgh,edinburgh,False,False,True,False,False,False,True,False,True
CNR602,robotics research engineer,2nd March 2022,2022,no_data,uk atomic energy authority ukaea            ,abingdon,False,False,False,False,True,False,True,False,True
CIL087,junior research sdn software developer,17th August 2021,2021,no_data,university of surrey            ,guildford,False,False,True,False,False,False,True,False,True
CAS367,research assistant/research associate* bioinformatician/genetic statistician (fixed term),14th July 2020,2020,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CGU723,software developer,17th June 2021,2021,,european molecular biology laboratory (embl) ,hinxton,False,False,True,False,False,False,True,False,True
CII191,research software engineer,12th August 2021,2021,no_data,swansea university            ,swansea,True,False,False,False,False,False,True,False,True
CEN995,bioinformatician,5th March 2021,2021,,quadram institute bioscience,norwich,False,False,False,False,False,True,True,False,True
CPU347,research software engineer (105675-0522),17th May 2022,2022,no_data,university of warwick            ,coventry,True,False,False,False,False,False,True,False,True
CKQ768,software engineer (data management),10th November 2021,2021,no_data,diamond light source,"harwell oxford, harwell science and innovation campus",False,False,False,True,False,False,True,False,True
COI020,bioinformatician,24th March 2022,2022,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CTW360,senior bioinformatician,5th October 2022,2022,no_data,great ormond street hospital for children nhs foundation trust,london,False,False,False,False,False,True,True,False,True
CFM119,senior research software engineer - cloud and linux,20th April 2021,2021,,rosalind franklin institute,harwell,True,False,False,False,False,False,True,False,True
CJL010,senior bioinformatician (fixed term),28th September 2021,2021,,university of cambridge ,cambridge,False,False,False,False,False,True,True,False,True
CCN018,research engineer,12th November 2020,2020,no_data,university of sheffield            ,"sheffield, amrc wales",False,False,False,False,True,False,True,False,True
CBV212,software engineer,2nd October 2020,2020,no_data,genetic microdevices ltd,london,False,False,False,True,False,False,True,False,True
CSP490,bioinformatician,19th August 2022,2022,ok,wellcome sanger institute ,"cambridge, hinxton",False,False,False,False,False,True,True,False,True
CIV723,research software engineer (computational mechanics),2nd September 2021,2021,no_data,university of leeds            ,leeds,True,False,False,False,False,False,True,False,True
CMP794,research software engineer for open modelling and statistics,25th January 2022,2022,,biomathematics and statistics scotland,edinburgh,True,False,False,False,False,False,True,False,True
CCW951,research engineer in energy-efficient iot monitoring (ktp associate),2nd December 2020,2020,no_data,university of essex            ,epping,False,False,False,False,True,False,True,False,True
CEU189,software developer,17th March 2021,2021,,european molecular biology laboratory (embl) ,"cambridge, hinxton",False,False,True,False,False,False,True,False,True
CNM285,research software engineer,23rd February 2022,2022,no_data,cardiff university            ,cardiff,True,False,False,False,False,False,True,False,True
CEB353,translational imaging research software engineer,9th February 2021,2021,no_data,university of oxford            ,oxford,True,False,False,False,False,False,True,False,True
CPQ586,software engineer,11th May 2022,2022,no_data,university of york            ,york,False,False,False,True,False,False,True,False,True
CST695,junior software developer,25th August 2022,2022,no_data,loughborough university            ,loughborough,False,False,True,False,False,False,True,False,True
CDB307,principal bioinformatician,11th December 2020,2020,,wellcome sanger institute ,"cambridge, home based",False,False,False,False,False,True,True,False,True
CON454,research assistant/associate - bioinformatician (fixed term),31st March 2022,2022,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CSR106,software developer (fixed term),23rd August 2022,2022,ok,university of cambridge ,cambridge,False,False,True,False,False,False,True,False,True
CGC672,senior scientist/ sis - software engineer,20th May 2021,2021,no_data,mrc laboratory of molecular biology            ,cambridge,False,False,False,True,False,False,True,False,True
CCY236,software engineer for experiment control and data acquisition,4th December 2020,2020,no_data,european molecular biology laboratory (embl),hamburg - germany,False,False,False,True,False,False,True,False,True
CFK480,bioinformatician,16th April 2021,2021,no_data,mrc laboratory of molecular biology            ,cambridge,False,False,False,False,False,True,True,False,True
CIB515,software engineer - data acquisition,3rd August 2021,2021,no_data,diamond light source,harwell,False,False,False,True,False,False,True,False,True
CSE742,research associate in computer science/software engineering,5th August 2022,2022,no_data,the university of manchester,manchester,False,False,False,True,False,False,True,False,True
CLM640,bioinformatician,8th December 2021,2021,,european molecular biology laboratory (embl) ,hinxton,False,False,False,False,False,True,True,False,True
CQW045,software developer/engineer,22nd June 2022,2022,no_data,oxford brookes university            ,oxford,False,False,True,False,False,False,True,False,True
CTE297,research software engineer for composites simulations,9th September 2022,2022,no_data,university of bristol            ,bristol,True,False,False,False,False,False,True,False,True
CBC550,senior software engineer - computer vision,12th August 2020,2020,no_data,aistetic limited,oxford,False,False,False,True,False,False,True,False,True
CFM128,research assistant in software engineering for hardware-based cybersecurity (fixed term),20th April 2021,2021,no_data,university of cambridge            ,cambridge,False,False,False,True,False,False,True,False,True
CBA809,senior software developer,7th August 2020,2020,,wellcome sanger institute,"cambridge, hinxton",False,False,True,False,False,False,True,False,True
CTP346,robotics research software engineer,26th September 2022,2022,no_data,uk atomic energy authority ukaea            ,culham,True,False,False,False,False,False,True,False,True
CFK670,research software engineer,16th April 2021,2021,no_data,university of glasgow            ,glasgow,True,False,False,False,False,False,True,False,True
CHC697,research software engineer in data visualization,29th June 2021,2021,no_data,university of oxford            ,oxford,True,False,False,False,False,False,True,False,True
CQU947,research software engineer team lead,22nd June 2022,2022,no_data,queen mary university of london            ,"london, work from home",True,False,False,False,False,False,True,False,True
COG988,senior software developer,23rd March 2022,2022,no_data,queen mary university of london            ,london,False,False,True,False,False,False,True,False,True
CEX461,research software engineer in intelligent distributed iot systems,23rd March 2021,2021,no_data,university of leeds            ,leeds,True,False,False,False,False,False,True,False,True
CSP658,senior software engineer servicenow,19th August 2022,2022,no_data,university of southampton            ,guildford,False,False,False,True,False,False,True,False,True
CGC449,research associate (bioinformatician),19th May 2021,2021,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CFB709,bioinformatician,31st March 2021,2021,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CTG701,cybersecurity research engineer - cyber innovation hub,13th September 2022,2022,no_data,cardiff university            ,cardiff,False,False,False,False,True,False,True,False,True
CEG046,senior research engineer (supply chain development),18th February 2021,2021,no_data,university of sheffield            ,rotherham,False,False,False,False,True,False,True,False,True
CEB739,oxford-janssen single cell genomics senior bioinformatician,10th February 2021,2021,no_data,university of oxford,oxford,False,False,False,False,False,True,True,False,True
CEO026,senior software developer (front end),5th March 2021,2021,no_data,university of cambridge            ,cambridge,False,False,True,False,False,False,True,False,True
CDL431,software developer,7th January 2021,2021,no_data,university of sheffield            ,sheffield,False,False,True,False,False,False,True,False,True
CAK356,research software engineering specialist,17th June 2020,2020,no_data,university of leicester            ,leicester,True,True,False,False,False,False,True,False,True
BZV143,software engineer (ktp associate),16th April 2020,2020,no_data,university of gloucestershire,gloucester,False,False,False,True,False,False,True,False,True
CCR429,software developer,20th November 2020,2020,no_data,university of sheffield            ,sheffield,False,False,True,False,False,False,True,False,True
CLR267,full stack software developer,14th December 2021,2021,,european molecular biology laboratory (embl) ,grenoble - france,False,False,True,False,False,False,True,False,True
CJE755,bioinformatician - european variation archive,16th September 2021,2021,,european molecular biology laboratory (embl) ,hinxton,False,False,False,False,False,True,True,False,True
CIW462,research software engineer (ai),3rd September 2021,2021,no_data,university of leeds            ,leeds,True,False,False,False,False,False,True,False,True
CGC881,senior research software engineer x2 (103926-0521),20th May 2021,2021,no_data,university of warwick            ,coventry,True,False,False,False,False,False,True,False,True
CSD855,senior software developer,4th August 2022,2022,no_data,university of cambridge            ,cambridge,False,False,True,False,False,False,True,False,True
CGL233,software engineer: research application support,2nd June 2021,2021,no_data,university of southampton,southampton,False,False,False,True,False,False,True,False,True
CCO154,professor in software engineering,no_data,data,no_data,no_data,no_data,False,False,False,True,False,False,True,False,True
CDF365,software developer,17th December 2020,2020,no_data,university of essex            ,colchester,False,False,True,False,False,False,True,False,True
CCR475,software engineer,20th November 2020,2020,no_data,university of southampton            ,southampton,False,False,False,True,False,False,True,False,True
CRB791,bioinformatician,29th June 2022,2022,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
COW914,software developer,12th April 2022,2022,no_data,swansea university            ,"bristol, cardiff, swansea, work from home",False,False,True,False,False,False,True,False,True
CBK553,head of research software engineering,3rd September 2020,2020,no_data,university of cambridge            ,cambridge,True,True,False,False,False,False,True,False,True
CRW812,lead engineer (intelligent vehicles - software developer)(102844-0722),27th July 2022,2022,no_data,university of warwick,coventry,False,False,True,False,False,False,True,False,True
CNW520,data scientist and software developer,9th March 2022,2022,,stfc ,didcot,False,False,True,False,False,False,True,False,True
CAA862,scientific software engineer,12th May 2020,2020,no_data,diamond light source,harwell oxford,False,False,False,True,False,False,True,False,True
COR039,research associate in software engineering,5th April 2022,2022,no_data,the university of manchester            ,manchester,False,False,False,True,False,False,True,False,True
CHP419,bioss 09-21 - research software engineer- cloud computing,16th July 2021,2021,no_data,the james hutton institute,edinburgh,True,False,False,False,False,False,True,False,True
CLQ815,bioinformatician - open targets team,14th December 2021,2021,,european molecular biology laboratory (embl),hinxton,False,False,False,False,False,True,True,False,True
CCI895,senior software engineer,3rd November 2020,2020,no_data,university of southampton            ,southampton,False,False,False,True,False,False,True,False,True
CJK869,bioinformatician & wgs modeller,27th September 2021,2021,no_data,imperial college london            ,london,False,False,False,False,False,True,True,False,True
CAE607,software developer,28th May 2020,2020,no_data,european molecular biology laboratory (embl),"cambridge, hinxton",False,False,True,False,False,False,True,False,True
COR202,senior bioinformatician - oxford-janssen single cell multiomics,5th April 2022,2022,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CFB936,senior research software engineer,31st March 2021,2021,no_data,uk atomic energy authority ukaea,culham,True,False,False,False,False,False,True,False,True
CGX665,senior software developer,22nd June 2021,2021,no_data,university of cambridge            ,cambridge,False,False,True,False,False,False,True,False,True
CLB696,bioinformatician,30th November 2021,2021,no_data,the university of edinburgh            ,edinburgh,False,False,False,False,False,True,True,False,True
CGM324,senior software developer,3rd June 2021,2021,no_data,university of lincoln            ,lincoln,False,False,True,False,False,False,True,False,True
CCG753,research associate in software engineering (git workflows),29th October 2020,2020,no_data,the university of manchester            ,manchester,False,False,False,True,False,False,True,False,True
CQG681,"professors in ai, computational modelling, operational research and software engineering",1st June 2022,2022,no_data,university of leicester            ,leicester,False,False,False,True,False,False,True,False,True
COI044,software developer,24th March 2022,2022,,european molecular biology laboratory (embl) ,hinxton,False,False,True,False,False,False,True,False,True
BZY730,senior research software engineer in agri-robotics,1st May 2020,2020,no_data,university of lincoln            ,lincoln,True,False,False,False,False,False,True,False,True
CEQ116,software developer (rfam),10th March 2021,2021,,european molecular biology laboratory (embl),"cambridge, hinxton",False,False,True,False,False,False,True,False,True
CNL334,scientific software developer,22nd February 2022,2022,no_data,the institute of cancer research            ,"chelsea, london",False,False,True,False,False,False,True,False,True
BZY354,digital research graduate programme (software engineer) (fixed term),30th April 2020,2020,no_data,university of nottingham            ,nottingham,False,False,False,True,False,False,True,False,True
CQJ956,research software engineer (iccs) x3 (fixed term),7th June 2022,2022,no_data,university of cambridge            ,cambridge,True,False,False,False,False,False,True,False,True
CDU976,senior research associate/research associate - in software engineering and programming of distributed applications,26th January 2021,2021,no_data,lancaster university            ,lancaster,False,False,False,True,False,False,True,False,True
CKF522,senior research associate (bioinformatician),26th October 2021,2021,no_data,university of east anglia            ,norwich,False,False,False,False,False,True,True,False,True
CCM097,senior software engineer (2 x posts),10th November 2020,2020,no_data,university of sheffield            ,sheffield,False,False,False,True,False,False,True,False,True
CAZ216,research engineer in remote presence for aerial robotics,3rd August 2020,2020,no_data,imperial college london            ,london,False,False,False,False,True,False,True,False,True
CRI142,software developer,7th July 2022,2022,ok,european molecular biology laboratory (embl) ,hinxton,False,False,True,False,False,False,True,False,True
CJW651,senior software developer (fixed term),14th October 2021,2021,no_data,university of cambridge            ,cambridge,False,False,True,False,False,False,True,False,True
COD763,senior research engineer sensors & instrumentation,18th March 2022,2022,no_data,university of sheffield            ,derby,False,False,False,False,True,False,True,False,True
CDY541,senior research software engineer- cloud computing,3rd February 2021,2021,no_data,the james hutton institute,edinburgh,True,False,False,False,False,False,True,False,True
CEV750,bioinformatician in genome stability,19th March 2021,2021,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CBB424,bioinformatician/statistician,10th August 2020,2020,no_data,university of dundee            ,dundee,False,False,False,False,False,True,True,False,True
CCS101,sars-cov-2 data hubs software engineer,23rd November 2020,2020,no_data,european molecular biology laboratory (embl),"cambridge, hinxton",False,False,False,True,False,False,True,False,True
CHD619,software engineer manager,30th June 2021,2021,no_data,university of cambridge            ,cambridge,False,False,False,True,False,False,True,False,True
CTD317,"software developer, microsoft 365",8th September 2022,2022,ok,aecc university college,bournemouth,False,False,True,False,False,False,True,False,True
CGN935,senior software developer (fixed term),7th June 2021,2021,no_data,university of cambridge            ,cambridge,False,False,True,False,False,False,True,False,True
CFN995,research software developer x 5,23rd April 2021,2021,no_data,swansea university            ,swansea,False,False,True,False,False,False,True,False,True
CER760,senior scientific software engineer,12th March 2021,2021,no_data,diamond light source            ,harwell,False,False,False,True,False,False,True,False,True
CDK840,software developer,7th January 2021,2021,,logical medical systems ltd,london,False,False,True,False,False,False,True,False,True
CND338,senior bioinformatician - human genome sequencing,11th February 2022,2022,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CPC828,research software engineer,22nd April 2022,2022,no_data,the university of edinburgh            ,edinburgh,True,False,False,False,False,False,True,False,True
CRL803,research software engineer (rse) / associate rse for machine learning,12th July 2022,2022,no_data,university of sheffield            ,sheffield,True,False,False,False,False,False,True,False,True
CPA327,bioinformatician/data engineer,19th April 2022,2022,no_data,queen mary university of london            ,london,False,False,False,False,False,True,True,False,True
CAD112,bioinformatician (fixed term),21st May 2020,2020,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CQT064,bioinformatician - cancer genomics,17th June 2022,2022,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CCQ602,bioinformatician,19th November 2020,2020,no_data,newcastle university,newcastle upon tyne,False,False,False,False,False,True,True,False,True
CIH020,bioinformatician - gene expression team,11th August 2021,2021,,european molecular biology laboratory (embl) ,hinxton,False,False,False,False,False,True,True,False,True
CGI181,"software engineer, data acquisition",27th May 2021,2021,,diamond light source,didcot,False,False,False,True,False,False,True,False,True
CKZ972,software developer,22nd November 2021,2021,no_data,swansea university            ,"bristol, cardiff, swansea, work from home",False,False,True,False,False,False,True,False,True
CMI883,robotics research engineer (radiation hard systems),14th January 2022,2022,no_data,uk atomic energy authority ukaea            ,culham,False,False,False,False,True,False,True,False,True
CER539,software engineer,12th March 2021,2021,no_data,university of southampton,southampton,False,False,False,True,False,False,True,False,True
CMQ685,research engineer - digital engineering analytics,25th January 2022,2022,no_data,university of sheffield            ,sheffield,False,False,False,False,True,False,True,False,True
CQK444,software engineer (75036-0622),8th June 2022,2022,no_data,university of warwick            ,coventry,False,False,False,True,False,False,True,False,True
CHG699,software developer,5th July 2021,2021,no_data,university of liverpool            ,liverpool,False,False,True,False,False,False,True,False,True
CTT383,software engineer for data acquisition,30th September 2022,2022,no_data,diamond light source,harwell,False,False,False,True,False,False,True,False,True
CFH669,software engineering researcher,12th April 2021,2021,no_data,nottingham trent university            ,nottingham,False,False,False,True,False,False,True,False,True
CEU340,evolutionary biologist/bioinformatician,17th March 2021,2021,no_data,university of glasgow            ,glasgow,False,False,False,False,False,True,True,False,True
CAJ847,bioinformatician,23rd June 2020,2020,no_data,european molecular biology laboratory (embl),hinxton,False,False,False,False,False,True,True,False,True
CJP840,research software engineer,4th October 2021,2021,no_data,swansea university            ,swansea,True,False,False,False,False,False,True,False,True
CMH367,senior research software engineer - linked data,13th January 2022,2022,,university of oxford ,oxford,True,False,False,False,False,False,True,False,True
CHU304,research software engineer - behaviour and neural data,23rd July 2021,2021,no_data,ucl            ,london,True,False,False,False,False,False,True,False,True
COG989,software developer,23rd March 2022,2022,no_data,queen mary university of london            ,london,False,False,True,False,False,False,True,False,True
COL139,bioinformatician,29th March 2022,2022,no_data,university of glasgow            ,glasgow,False,False,False,False,False,True,True,False,True
CEM777,programme leader - software engineering,4th March 2021,2021,no_data,liverpool john moores university            ,liverpool,False,False,False,True,False,False,True,False,True
CFI542,bioinformatician/computational biologist,13th April 2021,2021,no_data,university of glasgow            ,glasgow,False,False,False,False,False,True,True,False,True
CHV575,research software engineer associate,26th July 2021,2021,no_data,university of york            ,york,True,False,False,False,False,False,True,False,True
CST694,software engineer - data analysis,25th August 2022,2022,no_data,diamond light source            ,harwell,False,False,False,True,False,False,True,False,True
CCT517,research engineer - big data and ai,25th November 2020,2020,no_data,university of southampton            ,southampton,False,False,False,False,True,False,True,False,True
CGC687,principal software engineering leader /senior software development engineer (2 posts),19th May 2021,2021,no_data,king's college london            ,london,False,False,False,True,False,False,True,False,True
COY643,electronics research engineer,14th April 2022,2022,no_data,the university of edinburgh            ,edinburgh,False,False,False,False,True,False,True,False,True
CMM075,research software engineer (c++ and high performance computing) (fixed term),19th January 2022,2022,no_data,university of nottingham            ,nottingham,True,False,False,False,False,False,True,False,True
COX568,research software engineer / postdoctoral research assistant in square kilometre array,13th April 2022,2022,no_data,university of oxford            ,oxford,True,False,False,False,False,False,True,False,True
CKV322,research software engineer: hpc & chaste (fixed term),16th November 2021,2021,no_data,university of nottingham            ,nottingham,True,False,False,False,False,False,True,False,True
BZR143,bioinformatics software developer: development of web-based protein modelling resources,1st April 2020,2020,no_data,imperial college london            ,london,False,False,True,False,False,False,True,False,True
CQH204,software engineer,1st June 2022,2022,no_data,university of lincoln            ,lincoln,False,False,False,True,False,False,True,False,True
CSB937,principal/senior bioinformatician - teichmann group,2nd August 2022,2022,ok,wellcome sanger institute,"cambridge, hinxton",False,False,False,False,False,True,True,False,True
COE244,research software engineer - dementias platform uk,18th March 2022,2022,no_data,swansea university            ,swansea,True,False,False,False,False,False,True,False,True
CHO409,bioinformatician,16th July 2021,2021,no_data,"centre for environment, fisheries & aquaculture science (cefas)",weymouth,False,False,False,False,False,True,True,False,True
CPU120,senior software developer (drupal) (fixed term),16th May 2022,2022,no_data,university of cambridge            ,cambridge,False,False,True,False,False,False,True,False,True
CIX819,software developer,6th September 2021,2021,no_data,medical research council            ,harwell,False,False,True,False,False,False,True,False,True
CRB731,software engineer - molecular interactions,29th June 2022,2022,ok,european molecular biology laboratory (embl) ,hinxton,False,False,False,True,False,False,True,False,True
CNK379,bioinformatician (fixed term),21st February 2022,2022,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CEH650,graduate software developer,22nd February 2021,2021,,technologi worldwide limited,"southampton, home based",False,False,True,False,False,False,True,False,True
COD157,research data integration and software developer,17th March 2022,2022,no_data,university of oxford            ,oxford,False,False,True,False,False,False,True,False,True
CMR978,research engineer - supply chain development,27th January 2022,2022,no_data,university of sheffield,rotherham,False,False,False,False,True,False,True,False,True
CHL903,research software engineer in argument technology,12th July 2021,2021,no_data,university of dundee            ,dundee,True,False,False,False,False,False,True,False,True
CRM634,software engineer,13th July 2022,2022,no_data,university of glasgow            ,glasgow,False,False,False,True,False,False,True,False,True
CCH401,research software developer or senior research software developer,30th October 2020,2020,no_data,ucl            ,london,False,False,True,False,False,False,True,False,True
CSK107,software engineer for data science application - ktp associate,12th August 2022,2022,no_data,university of portsmouth            ,portsmouth,False,False,False,True,False,False,True,False,True
CHE422,research associate - micro:bit embedded software developer,1st July 2021,2021,no_data,lancaster university            ,lancaster,False,False,True,False,False,False,True,False,True
CRN421,laboratory software engineer,14th July 2022,2022,no_data,the university of edinburgh            ,edinburgh,False,False,False,True,False,False,True,False,True
CAK021,bioinformatician (fixed term),16th June 2020,2020,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CIC311,bioinformatician,4th August 2021,2021,no_data,newcastle university,newcastle upon tyne,False,False,False,False,False,True,True,False,True
CET587,senior postdoctoral bioinformatician,16th March 2021,2021,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CJQ445,senior bioinformatician (assembly) moore aquatic symbiosis project tree of life,5th October 2021,2021,,wellcome sanger institute,"cambridge, hinxton",False,False,False,False,False,True,True,False,True
CKY218,research software engineer (web development),19th November 2021,2021,no_data,imperial college london            ,london,True,False,False,False,False,False,True,False,True
CPZ680,manufacturing research engineer,23rd May 2022,2022,no_data,university of sheffield            ,chester,False,False,False,False,True,False,True,False,True
CBZ752,bioinformatician (fixed term),13th October 2020,2020,no_data,university of cambridge            ,cambridge,False,False,False,False,False,True,True,False,True
CDM203,scientific software developer,11th January 2021,2021,no_data,university of oxford            ,oxford,False,False,True,False,False,False,True,False,True
CGA069,software developer,14th May 2021,2021,no_data,durham university            ,durham,False,False,True,False,False,False,True,False,True
BZO174,software engineer,24th March 2020,2020,no_data,ucl institute of neurology            ,london,False,False,False,True,False,False,True,False,True
CRL518,research software engineer,12th July 2022,2022,no_data,the university of edinburgh            ,edinburgh,True,False,False,False,False,False,True,False,True
CGU293,thermal processing research engineer/ktp associate,16th June 2021,2021,no_data,university of central lancashire            ,preston,False,False,False,False,True,False,True,False,True
CAI118,bioinformatician,10th June 2020,2020,,queen's university belfast ,belfast,False,False,False,False,False,True,True,False,True
CCE742,geodata analysis software developer (ktp associate),23rd October 2020,2020,no_data,northumbria university            ,newcastle upon tyne,False,False,True,False,False,False,True,False,True
COI366,software developer,24th March 2022,2022,no_data,ucl institute of neurology            ,london,False,False,True,False,False,False,True,False,True
CKU417,senior bioinformatician,15th November 2021,2021,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CEG931,software engineer,19th February 2021,2021,no_data,university of southampton            ,southampton,False,False,False,True,False,False,True,False,True
COD014,head of software engineering,17th March 2022,2022,no_data,queen mary university of london            ,london,False,False,False,True,False,False,True,False,True
CEK506,translational imaging research software engineer,26th February 2021,2021,no_data,university of oxford            ,oxford,True,False,False,False,False,False,True,False,True
BZV008,software developer manager,17th April 2020,2020,no_data,the medicines and healthcare products regulatory agency            ,london,False,False,True,False,False,False,True,False,True
CND629,software developer (unity / c# / vr),11th February 2022,2022,no_data,imperial college london,london,False,False,True,False,False,False,True,False,True
CLP823,research software engineer,13th December 2021,2021,no_data,newcastle university,newcastle upon tyne,True,False,False,False,False,False,True,False,True
CLE906,ktp associate - system analyst/software developer,29th November 2021,2021,no_data,university of east london,london,False,False,True,False,False,False,True,False,True
CIG579,research software engineer,10th August 2021,2021,no_data,university of reading            ,reading,True,False,False,False,False,False,True,False,True
CBC629,research software engineer,12th August 2020,2020,no_data,cardiff university            ,cardiff,True,False,False,False,False,False,True,False,True
CUB965,postdoctoral research assistant - bioinformatician,12th October 2022,2022,no_data,queen mary university of london            ,london,False,False,False,False,False,True,True,False,True
CEN073,software developer (grade 5) or software engineer (grade 6) digital health 2 posts available,4th March 2021,2021,no_data,the university of manchester            ,manchester,False,False,True,True,False,False,True,False,True
COR581,high speed research engineer,5th April 2022,2022,no_data,university of oxford            ,oxford,False,False,False,False,True,False,True,False,True
COB122,research software engineer/research data scientist,15th March 2022,2022,no_data,the alan turing institute,london,True,False,False,False,False,False,True,False,True
CFB470,research software engineer (semantic web apis) - ktp associate - bt,5th April 2021,2021,,queen's university belfast ,belfast,True,False,False,False,False,False,True,False,True
CPW733,senior software engineer,19th May 2022,2022,ok,european molecular biology laboratory (embl) ,hinxton,False,False,False,True,False,False,True,False,True
CCW641,professor in software engineering,no_data,data,no_data,no_data,no_data,False,False,False,True,False,False,True,False,True
CEH519,full professor of software engineering,22nd February 2021,2021,no_data,vienna university of technology (technische universität wien)            ,vienna - austria,False,False,False,True,False,False,True,False,True
CJK740,research software engineer,27th September 2021,2021,no_data,university of sheffield            ,sheffield,True,False,False,False,False,False,True,False,True
CGC764,senior health data scientist and software engineer,19th May 2021,2021,no_data,university of glasgow            ,glasgow,False,False,False,True,False,False,True,False,True
CON126,research engineer - composite machining,31st March 2022,2022,no_data,university of sheffield            ,sheffield,False,False,False,False,True,False,True,False,True
CRM803,research software engineer,13th July 2022,2022,no_data,durham university            ,durham,True,False,False,False,False,False,True,False,True
CDV676,senior bioinformatician,28th January 2021,2021,no_data,university of oxford            ,oxford,False,False,False,False,False,True,True,False,True
CNX626,software engineer (backend javascript),10th March 2022,2022,no_data,university of oxford            ,oxford,False,False,False,True,False,False,True,False,True
CAC675,software developer,20th May 2020,2020,no_data,european molecular biology laboratory (embl),"cambridge, hinxton",False,False,True,False,False,False,True,False,True
CEZ216,senior bioinformatician - cellular operations,26th March 2021,2021,,wellcome sanger institute ,london,False,False,False,False,False,True,True,False,True
CGD328,software developer (python backend),20th May 2021,2021,no_data,flowminder foundation,southampton,False,False,True,False,False,False,True,False,True
CBZ353,research software engineers and head of research software engineering,13th October 2020,2020,no_data,university of exeter,exeter,True,True,False,False,False,False,True,False,True
CGL979,software engineer: research application support,3rd June 2021,2021,no_data,university of southampton            ,southampton,False,False,False,True,False,False,True,False,True
CCY320,software engineer,7th December 2020,2020,no_data,king's college london            ,london,False,False,False,True,False,False,True,False,True
